query,report,institute,category
kebakaran,"Kepada Yth. Pemerintah Provinsi DKI Jakarta. Parkir liar sepanjang jalan Cempaka Putih Barat 25, sampai ke depan kantor KELURAHAN CEMPAKA PUTIH BARAT. Bahkan ada yang membuat bengkel liar dan jual beli mobil bekas di trotoar jalan, sehingga sangat menggangu pejalan kaki. Penghuni rumah sepanjang jalan ini pun mengalami kesulitas akses untuk keluar masuk kendaraan dari rumah dikarenakan jalan yang meyempit   Ditambah kegiatan bengkel liar mobil yang sering kali membuat suara bising, sangat mengganggu kenyamanan daerah perumahan.  Penuhnya kendaraan yang parkir di bahu jalan, sangat menyulitkan lalu lintas kendaraan yang masuk keluar Jl.Cempaka Putih Barat 25, ditambah dengan resiko apabila terjadi kebakaran mobil unit Damkar akan mengalami kesulitan akses karena jalanan yang sempit akibat parkir liar tersebut.  Kondisi ini sudah berlangsung lama, dan APARAT KELURAHAN CEMPAKA PUTIH BARAT, RW dan RT membiarkan keadaan ini tetap berjalan. Sering terlihat ada ""petugas"" yang mengatur parkir liar tersebut, biasanya terjadi pada malam hari, dan berpotensi terjadi punggutan liar untuk ""layanan parkir"" disediakan.  Mohon dengan sangat pihak yang terkait untuk menindak lanjuti laporan ini.  Terima kasih.",Kantor Walikota Jakarta Pusat,  Perhubungan
kebakaran,"Saya Salah satu pelamar di rekrutmen ASN Non-PNS Damkar 2017 harikamis tanggal 16 Maret tadi.Apa benar diperbolehkan titip Orang di Rekrutmen Dinas PemadamKebakaran Semarang?Soalnya ketika tes wawancara tadi Jelas-Jelas kamimelihat Ada Pelamar yg didatangi langsung Oleh Kolega pelamar(OrangDamkar)ketika proses wawancara berlangsung.Seketika itu jgPewawancara mengkonvirmasi Pelamar&Koleganya; ,Apakah benar Pelamar iniKeluarga km?.Koleganya menjawab:""Siap Komandan!!!"".Bukankah itutermasuk indikasi KKN.?Mohon ditindak LanjutiSuwun Pak",Dinas Kebakaran Kota Semarang,  Kepegawaian
kebakaran,"LAPOR HENDY Trimakasih pak atas tindak lanjut  honor pegawai non ASN dinas kebakaran kota semarang ALhamdulilah sudah tidak ada potongan yang terlalu besar tapi sampai bulan,tanggal dan hari ini kami belum menerimanya cuma pemberitahuan perubahan  pemotongan saja alias masih molor mohon info pak.thanks",Dinas Kebakaran Kota Semarang,  Topik Lainnya
kebakaran,LAPOR HENDY pak mohon info saya pegawai non ASN DINAS KEBAKARAN kota SEMARANG gaji bulan ini dan sampai tangGal ini belum keluar mohon petunjuk dari bulan ke bulan selalu molor dan tanpa ada pemberitahuan.thanks,Dinas Kebakaran Kota Semarang,  Topik Lainnya
kebakaran,*aduan* Saya mengurus ijin HO sudah lebih dari 30 hari tidak kunjung terbit rekom dari Dinas Kebakaran Kota Semarang dari janji 5 hari terbit. Mohon bantuannya. Terima kasih.SalamHanggoro Bayu081226138899,Badan Pelayanan Perizinan Terpadu Kota Semarang,  Pelayanan Masyarakat
kebakaran,Saya mengurus HO tapi terhenti di Dinas Kebakaran janjinya 5 hari rekom jadi tapi sudah lebih 30 hari tidak kunjung jadi #LaporHendi,Badan Pelayanan Perizinan Terpadu Kota Semarang,  Pelayanan Masyarakat
kebakaran,"Lapor Hendy PAK WALI BGMN KASUS DI DAMKAR KOTA SEMARANG?? KOK BSA ADA PERDAMAIAN,DAN ORANGNYA MSH BEKERJA,DAN PENERIMAAN BARU AGAR DITES FISIK BETUL AGAR PREMAN BERTATTO TDK DITRIMA LAGI,PERCUMA ADA SABER PUNGLI TP NYATANYA NOL BESAR!,AKAN SYA SEBARKAN KE MASS MEDIA KASUS INI,KALAU TDK ADA KETEGASAN DR ANDA SBGAI WALIKOTA!TRIM`S","Badan Kepegawaian, Pendidikan dan Pelatihan",  Kepegawaian
kebakaran,"LAPOR HENDI Dinas pemadam kebakaran kota Semarang menolak lamaran yang datang setelah jam12.00, pada hal di pengumuman tidak ada jamnya",Dinas Kebakaran Kota Semarang,  Kepegawaian
kebakaran,"Yth. Pemerintah Provinsi DKI Jakarta,
Mohon diperbaiki kembali jalan outer ringroad arah Kamal di depan Dinas Pemadam Kebakaran Cengkareng dan juga di depan Puskesmas Cengkareng karena jalanan berlubang yang membuat kemacetan dan berbahaya apabila dilintasi kendaraan bermotor.  Terima kasih",Dinas Bina Marga Provinsi DKI Jakarta,  Perhubungan
kebakaran,"KepadaPT. Pertamina atau BPH Migas atau Pemda Kabupaten Bandung
 Sehubungan Pertamini (Pom Bensin Mini) marak di kabupaten Bandung yang berada di lokasi padat penduduk, saya merasa keberatan karena saya tahu Pertamini:
 1. Tidak mempunyai rekomendasi Standard Operating Procedures (SOP ) dan Keselamatan Kesehatan Kerja dan Lindungan Lingkungan (K3LL) dari PT. Pertamina.
 2. Tidak mempunyai Kontrak Kerja dengan PT. Pertamina
 3. Mesin Dispenser yang digunakan rakitan dan tidak direkomendasikan PT. Pertamina sehingga rawan kebakaran (korsleting).
 4. Mesin dispenser tidak bisa ditera oleh Badan Metrologi sehingga ukuran literan BBM bisa dipermainkan penjual.
 5. Undang-Undang yang dilanggar Pertamini
 a. UU No. 22 Tahun 2001 tentang Minyak dan Gas Bumi, bisa dikenakan sangsi hukuman penjara 6 tahun atau denda 60 Milyar
 b. UU No. 1 tahun 1970 tentang Keselamatan Kerja
 c. BPH Migas, Peraturan Badan Pengatur Hilir Minyak dan Gas Bumi Nomor 6 tahun 2015 tentang Penyaluran Jenis Bahan Bakar Minyak Tertentu dan Jenis Bahan Bakar Khusus Penugasan Pada Daerah yang Belum Terdapat Penyalur (SPBU resmi saja harus berjarak 5 km untuk solar -10 km BBM umum).
 Lokasi Pertamini berada di Jalan Laswi Tugu Baleendah kabupaten Bandung, dan SPBU yang melayani pembelian BBM dengan jerigen saling berdekatan seperti:
 SPBU 34.40305
 SPBU 34-40316
 SPBU 34.40338
 SPBU 34.40306
 SPBU 34.403.26
 Pertamini bisa bolak-balik membeli BBM dengan jerigen bukankah ini sangat berbahaya, bagaimana kalau sepeda motor pengangkut jerigen tersebut tertabrak atau menabrak pengguna jalan lainnya.
 Mohon ditindak lanjuti.
",PT Pertamina,  Migas
kebakaran,LAPOR HENDY Pak mohon di selidiki saya pegawai non ASN Dinas Kebakaran Kota Semarang honor tahun 2017 kok masih ada potongan yang sangat begitu banyak dan hanya menerima bersih 1.856.642 saja dan kami kok belum menerima tanda tangan kontrak kerja di tahun ini hanya surat tugas sampai bulan maret saja mohon bantuannya pak.terima kasih sebelumnya,"Badan Kepegawaian, Pendidikan dan Pelatihan",  Kepegawaian
kebakaran,"LAPOR HENDY MELAPORKAN!! PADA DINAS KEBAKARAN KOTA SEMARANG TELAH TERJADI PENGANIAYAAN KEPADA PNS AN.SUPARTONO OLEH TENAGA KONTRAK AN.FIRMAN BERSAMA AYAHNYA AN.BAMBANG SUGENG ( PNS INI JUGA MEMASUKKAN TENAGA KONTRAK SELAIN ANAKNYA,DAN YG DIBAWA INI DITENGARAI PREMAN KARENA MEMPUNYAI TATO DIPUNGGUNG AN.SYAIFUL YG BERTUGAS DI POS PEMADAM GUNUNGPATI) DAN KEJADIAN PENGANIAYAAN INI TERJADI KRN MASALAH PENCURIAN BAN MOBIL PMK YG SAAT INI DITANGANI PIHAK INSPEKTORAT.DAN KEJADIAN INI TDK HNYA 1 KALI,TP 2 KALI INI,YG PERTAMA MENIMPA PNS AN.AGUNG SUROSO DAN YG MELAKUKAN ORG YG SAMA AN.FIRMAN (TENAGA KONTRAK BAG.BENGKEL),SMPAI DETIK INI TDK ADA TINDAK LANJUTNYA KRN DI""STOP"" OLEH KA.BID OPERASIONAL DAN KA.DINAS DENGAN ALASAN MASALAH PENGANIAYAAN DAN PENGEROYOKAN INI TIDAK BOLEH MELAHIAN(PENGANIAYAAN) BISA DIKELUARKAN"",TAPI KENYATAANNYA JUGA TIDAK DITINDAKLANJUTI. MOHON DENGAN SANGAT KEADILAN DITEGAKKAN KARENA PEMADAM KOTA SEMARANG BUKAN SARANG PREMAN APALAGI PENCURI,INI SUDAH MENJURUS KE KASUS KRIMINAL MURNI DAN TOLONG KALAU DALAM MINGGU INI TIDAK ADA TINDAKAN AKAN DISEBAR KE MEDIA MASSA",Dinas Kebakaran Kota Semarang,  Kepegawaian
kebakaran,"Yth, BPJS Kesehatan KLOK Labuhanbatu Utara saya PNS Dinas Pemadam Kebakaran Kab. Labuhanbatu Utara saya mau mendaftarkan anak saya menjadi peserta BPJS Kesehatan",BPJS Kesehatan KC Tanjung Balai,  BPJS Kesehatan
kebakaran,"Kepada Yth pemprov DKI Jakarta,
Mohon Jalan Kramat Jaya Raya Gg. VIII di teruskan dan di tambah pelebaranya hingga menembus jalan Kampung beting tengah, hingga dapat dilalui kendaraan roda empat, karena terhenti dan terjadi penyempitan jalan pada pintu masuk kawasan ataupun daerah pemukiman warga kampung beting yang sudah terjadi selama perpuluh puluh tahun. selama ini askes untuk menuju keluar daerah kampung beting harus dilaksanakan dengan memutar melalui belakang daerah Islamic center (untuk menuju jalan kramat raya), sehingga diharapkan apabila terjadi pelebaran jalan yang ditembuskan antara jalan raya gg. VIII dengan jalan kampung beting askes kendaraan roda empat dapat melintasi daerah pertengahaan kampung beting. adapun askes jalan yang mengalami penyempitan jalan ini sepanjang +- 100 meter dengan lebar jalan hanya 1 meter. kegunaan pelebaran askes jalan ini untuk wilayah kampung beting adalah agar kendaraan roda empat dapat melintas, sehingga:
1. Askes untuk mobil mobil yang bersifat penting seperti Mobil pemadam kebakaran dapat memasuki dan melintasi wilayah bila terjadi hal hal yang tidak diinginkan menginggat daerah kampung beting adalah daerah yang padat penduduk. adanya askes untuk mobil ambulan, mobil jenazah dan kendaraan kendaraan lainnya yang bersifat penting atau darurat.
2. Sebagai jalur alternatif apabila terjadi kemacetan di jalan kramat raya menuju Jalan raya Tugu, atapun jalan Cakung cilincing raya (begitupun sebaliknya)
3. Sebagai salah satu jalur langsung bagi penduduk kampung beting khususnya bagi yang bermukim di daerah tengah kampung beting, sehingga tidak perlu lagi askes jalan memutar untuk menuju Jalan Kramat Raya, Jalan Raya Tugu ataupun Jalan Cakung Cilincing Raya dan jalan jalan lain yg berdekatan dengan daerah kampung beting.
4. semakin berkembang dan semakin padatnya jumlah penduduk di kawasan kampung beting sehingga memerlukan jalan yang lebih lebar untuk mempermudah berbagai hal, dalam hal ini khususnya askes jalan.
sebagai bahan pertimbangan bersama dengan ini saya lampirkan denah (fhoto peta lokasi berdasarkan google map) dengan tanda bergaris merah.
Mohon dinas terkait untuk menindaklanjutinya. Terima kasih.",Dinas Bina Marga Provinsi DKI Jakarta,  Perhubungan
kebakaran,BPJS Kesehatan KLOK Labuhanbatu Utara saya PNS di Dinas Pemadam Kebakaran Kab. Labuhanbatu Utara persyaratan apa yang harus saya lengkapi untuk penambahan anggota keluarga menjadi Peserta BPJS Kesehatan?,BPJS Kesehatan KC Tanjung Balai,  BPJS Kesehatan
kebakaran,aduan pak kapan johar yg habis kebakaran taun lalu bakal direvitalisasi / diperbaiki? Suwun,Dinas Tata Kota dan Perumahan Kota Semarang,  Lain-lain
kebakaran,"Kpd Yth Bpk Walikota Bdg Ditmpt. Tolong Ditindak Secara Hukum Yg Berlaku Gudang Gas Lpg Tanpa Ada Izin Dari Warga Di Rt.007 Rw.010 Kav.Babakan Teureup Kel.Pasirjati Kec.Ujungberung Kota Bandung,pemiliknya An.Suharto Krn Gudang Gas Lpg Tsb Blm Ada Sama Sekali Izinnya Dan Sangat Membahayakan Warga Sekitarnya Apabila Terjadi Kebakaran,mohon Kiranya Kpd Aparat Berwenang Utk Menutup/menindaknya Demikian Terimakasih..",Dinas Perdagangan dan Perindustrian Kota Bandung,"  Perdagangan, Perindustrian, Iklim Usaha, dan Investasi"
kebakaran,"Mohon ditindaklanjuti kubangan ex Pasar Johar kebakaran yang seperti danau itu bisa menyebabkan endemi nyamuk, padahal sekelurahan kota semarang menggalakkan program priksa jentik2 nyamuk...lapor daerah Pandansari 1 ada yg sdh terkena penyakit DB... terimakasih",Dinas Pasar Kota Semarang,  Topik Lainnya
kebakaran,"Kpd.yth.bpk.walikota Bandung Ditmpt. Kami Warga Kp.babakan Teureup Rt.007 Rw.010 Kel.Pasirjati Kec.Ujungberung Kota Bandung Ingin Melaporkan Permasalahan Gudang Gas Lpg 3kg S/d 15kg Yg Ada Dilingkungan Kami,bahwa Gudang Gas Tsb Milik Sdr.Yanto Alamat Tsb Diatas Blm Mempunyai Izin Dari Warga Setempat Dan Surat Izin Lainnya,warga Menjadi Resah Dgn Keberadaan Gudang Gas Tsb Apabila Terjadi Kebakaran, mohon Kiranya Kpd Bpk.Walikota Bandung Utk Menindak Lanjuti Laporan Kami,demikian Kiranya Harapan Kami Sbg Warga Bisa Bisa Distop Kegiatan Tsb Wassalam..Salam Hormat Kami.",Satuan Polisi Pamong Praja Kota Bandung,  Keamanan dan Ketertiban Masyarakat
kebakaran,"Tolong dicek gudang gas dikp.babakan teureup rt.07/10 kavling kel.pasirjati kec.ujungberung kota bandung punya bpk.yanto blm punya izin tetangga,HO,IJIN PERGUDANGAN DAN PEMADAM KEBAKARAN dsbnya.krn sangat membahayakan warga sekitar apabila terjadi kebakaran.",Dinas Penanaman Modal dan PTSP Kota Bandung,"  Perdagangan, Perindustrian, Iklim Usaha, dan Investasi"
kebakaran,"informasi tentang kartu askes hilang karena terbakar (rumah kebakaran), apa saja persyaratannya bu??",BPJS Kesehatan KC Tanjung Balai,  Permintaan Informasi Cetak Kartu BPJS Kesehatan yang hilang dan Penggantian E-ID
kebakaran,Kepada Yth. Pemerintah Provinsi DKI Jakarta. Hingga saat ini tempat prostitusi Gunung Antang masih belum ditutup dan mengganggu kehidupan warga sekitar. Musibah kebakaran yang diakibatkan dari tempat prostitusi dan hampir merembet ke kampung warga sekitar seakan tidak menimbulkan jera. Bahkan dalam hitungan minggu lapak-lapak prostitusi kembali berdiri dan dentuman musik terus mengalun hingga pukul 3 dini hari. Entah harus menunggu musibah apa lagi sampai akhirnya tempat prostitusi ini ditutup. Pihak berwenang seakan diam dan tidak mengambil tindakan apapun untuk mencegah kerusakan lebih jauh. Terima kasih.,Dinas Sosial,  Topik Khusus
kebakaran,"lampu penerangan jalan d depan kantor pemdam kbakaran BAURENO mati, tlong segera d benahi segera,trimakasih","Dinas Pekerjaan Umum, Bina Marga, dan Penataan Ruang Kab. Bojonegoro",  Infrastruktur
kebakaran,Bagaimana pak Wali bapak Tohani sejak ditugaskan di Damkar Semarang sampai sekarang 2010-2016 jika masuk kerja setiap bulan 7 kali datang itu saja sebentar bagaimana dengan TPP selalu utuh belum selalu menghambat pekerjaan. Kadinas tidak tegas seolah-olah pembiaran. Kacau deh,Dinas Kebakaran Kota Semarang,  Kepegawaian
kebakaran,"Di Jl. Merdeka Depok, tepatnya di belakang Pos Satlakar Dan Sarana Pelatihan Dinas Pemadam Kebakaran Depok 2 ada tumpukan tiang PLN yang jatuh menutupi jalan. Saat ini belum ada pihak berwenang yang bertanggung jawab. Tumpukan tiang tersebut tidak hanya di satu sisi jalan (ada di sisi kanan dan kiri jalan), dan ada kemungkinan bisa membahayakan pengguna jalan yang lewat khusus nya saat ini sedang musim hujan.",PT PLN (Persero),  Transportasi Darat
kebakaran,"Semangat pagi pak Hendi, pak saya pengusaha UMKM, saya baru saja mengalami musibah kebakaran pada hari selasa 11 Oktober 2016 jam 24.30 d tempat produksi di wilayah Pedurungan tengah RT 5 RW 1 Kota Semarang,peralatan dan tempat usaha terbakar. Pak kalau mau mengajukan bantuan di dinas apa? dan bagai mana cari nya? karena saat ini saya tidak memiliki modal usaha lagi. Atas perhatian nya saya ucapkan terima kasih.",Dinas Koperasi dan Usaha Mikro Kota Semarang,"  Koperasi, UKM, dan Ekonomi Kreatif"
kebakaran,"Kepada,
Yth. Pemerintah Provinsi DKI Jakarta,

Mohon segera dilakukan pemangkasan tangkai/batang pohon Beringin yang tumbuh didepan rumah yang ada di Jl. Salemba Bluntas No.4 Jakarta Pusat 10440 karena telah terjadi berulang kali korsleting yang mengakibatkan listrik setempat padam dan sangat ditakutkan terjadi kebakaran pada pohon beringin tersebut yang bisa beresiko merambat kerumah tinggal yang padat.  Atas responsnya yang baik, disampaikan terima kasih.  Salam,  Subagyo Utomo HP: 0812 8378 1926",Dinas Pertamanan dan Pemakaman,  Lingkungan Hidup
kebakaran,"Melalui laporan ini, saya hanya mau menyampaikan keluh kesah saya atas suku bunga KPR yang dibebankan kepada saya dari Bank BTN Harmoni. Saat akad kredit pada tahun 2012, suku bunga yang dibebankan adalah 9.75 (fixed 1 tahun). Setelah itu bunganya langsung naik mengikuti pasar sebesar 14 persen pada tahun 2014. Walaupun dengan berat hati, saya memakluminya karena saat itu memang kondisi moneter di tingkat nasional termasuk sedang dalam tekanan yang ditandai dengan naiknya BI rate ke level 7.75 persen akhir tahun 2014. Namun seiring dengan waktu, BI telah melonggarkan kebijakan moneternya sehingga BI Rate pun turun sampai 6.5 persen, yang selanjutnya menjadi 5 persen (BI 7 day Repo rate). Dari data yang ada, suku bunga dasar kredit di BTN pun turun dari 11.5 persen di tahun 2014 ke 10.5 persen di tahun 2016 dan direncanakan akan di kisaran 9 persen di Oktober 2016.

Saya mengerti bahwa ada SBDK belum memperhitungkan komponen astimasi premi risiko yang besarnya tergantung dari penilai Bank terhadap risiko masing-masing debitur atau kelompok debitur. Namun kalau melihat bahwa KPR mencakup premi asuransi jiwa dan asuransi kebakaran, sudah sepantasnya resiko dari pinjaman menjadi sangat kecil, katakanlah 1 persen. Oleh karena itu suku bunga KPR sudah sepantasnya di kisaran 10 persen. Saya sudah mencoba mengirimkan surat keberatan kepada pihak managemen kredit Bank untuk negosiasi bunga KPR pada bulan Februari tapi sampai saat ini belum ada kejelasan dan minggu depan akan saya coba melayangkan surat keberatan ke dua kalinya.

Saya mohon bantuan fasilitasi dari instansi masing-masing yang nantinya bukan hanya bermanfaat kepada saya tapi juga masyarakat lainnya yang senasib dengan saya (nasabah KPR). Demikian keluhan ini, mudah-mudahan ada solusinya. Terima kasih.

Salam Hormat,

Dedi Rustandi",PT Bank Tabungan Negara (Persero) Tbk.,  PROGRAM KPR
kebakaran,"Kegiatan bengkel las di Plamongan Indah, sangat mengganggu warga. Polusi asap, bau, bising. Bahaya kebakaran.",Kantor Satuan Polisi Pamong Praja Kota Semarang,  Topik Lainnya
kebakaran,"Kepada Yth. Pemerintah Provinsi DKI Jakarta. Tolong pihak Kelurahan Duri Kosambi segera dicek dan ditindak orang yang membangun rumah seenaknya saja, tanpa memikirkan kepentingan bersama. Lokasi berada di JL. Haji Selong RT 01/13, dekat bidan Oma Komasih dan dealer motor. Nama pemilik rumah Sumarno dan Sumaji. Mendirikan bangunan 2 lantai tanpa IMB dipemukiman padat penduduk, yang mempunyai rumah membuang sisa bangunan  (puing) disembarang tempat, sehingga mengganggu kehidupan oarng lain, kayu2 bekas bangunan dibuang di pemakaman umum, hal ini sangat tidak pantas karena pemakaman bukan tempat sampah. Kayu-kayu hasil sampah buangan juga bisa mengakibatkan kebakaran. Pembuangan sisa air kotor atau saluran kamar mandi dari rumah tersebut juga sengaja dialirkan ke jalan umum yang dapat menggangu orang lain. Permasalahan semacam ini sudah berulang kali dilaporkan ke pihak RT (Rukun Tetangga) tapi sampai sekarang tidak ada respon apa2 dari RT-nya. Terima kasih.",Kantor Walikota Jakarta Barat,  Pertanahan dan Permukiman
kebakaran,"Kebakaran di Kab. Siak, Riau yang parah menyebabkan matahari tidak terlihat karena asapnya. Mohon ditindaklanjuti sebelum sesak nafas merajalela.",Kementerian Lingkungan Hidup dan Kehutanan,  Lingkungan Hidup dan Penanggulangan Bencana
kebakaran,"Asap telah menyelimuti Kota Pekanbaru selama 2 hari ini pada 27 Agustus 2016. Hal ini terjadi setiap tahun. Pada khasus kebakaran tahun lalu, banyak perkara yang di SP3 kan, tetapi tahun ini lahan tersebut terbakar kembali. Mohon solusinya, kami sudah sesak untuk bernafas di Pekanbaru, Riau.
",Kementerian Lingkungan Hidup dan Kehutanan,  Lingkungan Hidup dan Penanggulangan Bencana
