,report,unit
7,"Yth. Kementerian Lingkungan Hidup dan Kehutanan, 

Bola Bumi mulai Panas. Lahan Gambut Tebal dibabat berkedok Perkebunan Sawit Masyrakat di Kab. Mempawah berada di Sekitar antara Mempawah & Anjongan spertinya Perusahaan Siluman skitar puluhan ribu Ha di Kwsn HP & HPT. NCW Investigator Kalbar telah lakukan investigasi ke TKP baru2 ini, ternyata benar terjadi. Kement LHK RI & Jajarannya sgr lakukan investigasi & pnindakan sesuai dg ktentuan per-undang2an yg brlaku. Selain itu, NCW Investigator Kalbar juga menemukan hamparan luas Lahan Gambut di daerah jalan Pelang Ketapang dibabat oleh bebrapa Perusahaan Prkebunan Kelapa Sawit. Jika hal tsb dibiarkan, akan menimbulkan punahnya Gambut di Kalbar & brakibat akan terjadinya kebakaran yg bisa menimbulkan kepulan asap yg brkepanjangan hingga merambah se Asia Tenggara. Nampaknya hal tsb sepertinya ""PEMBIARAN..?!"" trmks. Ptk, 11/8/`16. Fokus NCW Investigator Kalbar, IBRAHIM. MYH. 

Mohon ditindaklanjuti, terima kasih",Kementerian Lingkungan Hidup dan Kehutanan
8,"Yth. Kantor Walikota Jakarta Timur, 

Kepada,
 Yth. Pemerintah Provinsi DKI Jakarta.

 Warga tinggaal diluar Rt 002/01 Kelurahan Senen (ibu Sandra) menjual bensin dan menyimpannya diareal pemukiman warga (rumah bapak Fredy Supit) dimana itu akan sangat membahayakan warga setempat. Tolong sidak karena berdampak bahaya kebakaran besar nantinya. Wahono, RW 01 Kelurahan Senen. Terima kasih. 

Mohon ditindaklanjuti, terima kasih",Kantor Walikota Jakarta Pusat
9,"Pemadaman Listrik Kota Tanjungpinang (Ibukota Provinsi Kepulauan Riau) yang Terlalu Sering Terjadi

Yth. Bapak Presiden,

Saya telah menulis laporan ini 10 hari lalu ditujukan kepada Kementerian BUMN dengan nomor tracking ID 1492535 namun tidak ditanggapi. Saya selaku warga Tanjungpinang ingin menyampaikan keluhan kami dan berharap solusi terbaik terhadap layanan listrik di Kota Tanjungpinang, Provinsi Kepulauan Riau yang selalu bermasalah dan tidak ada solusi hingga saat ini. Tanjungpinang yang merupakan ibukota Provinsi Kepulauan Riau hingga saat ini masih memiliki masalah listrik yang sangat serius. Pemadaman selalu dilakukan oleh PLN Kota Tanjungpinang. Hal ini telah terjadi sejak dahulu hingga saat ini. Alasan dari pihak PLN selalu alasan lama bahwa daya tidak cukup, mesin yang rusak, dan lain-lain yang merupakan alasan klasik untuk setiap pemadaman. Pemadaman tidak hanya terjadi selama 1-2 jam, namun juga terjadi hingga 4, 8, 10, hingga 20 jam pun pernah terjadi dan pemadaman ini sering terjadi hampir setiap hari. Pemadaman dalam sehari bisa terjadi 2 hingga 3 kali. Hal ini selalu mengakibatkan kami tidak dapat melakukan aktivitas sehari-hari temasuk aktivitas dagang dengan baik. Sudah banyak peralatan listrik warga yang rusak dan barang dagangan yang membusuk serta rusak dikarenakan pemadaman yang tidak kunjung memiliki solusi ini. Selain itu, pemadaman ini juga telah menyebabkan beberapa warga menjadi korban kebakaran akibat korsleting maupun penggunaan lilin untuk penerangan.

Kami sudah benar-benar lelah telah terhadap kondisi ini. Selaku Ibukota Provinsi Kepulauan Riau, Tanjungpinang masih sangat jauh untuk fasilitas listrik ini dibandingkan dengan Kota Batam, padahal Tanjungpinang merupakan Ibukota Provinsi. Kami ingin mengetahui apakah terdapat anggaran dari Pemerintah Pusat untuk perbaikan listrik di Tanjungpinang ini kepada PLN maupun pemerintah daerah. Yang kami rasakan hingga saat ini adalah PLN dan pemerintah tidak ada solusi sama sekali terhadap pemadaman yang terus berlanjut yang dilakukan oleh PLN. Padahal Tanjungpinang selaku Ibukota Provinsi Kepulauan Riau terletak di lokasi yang strategis seperti Kota Batam, dimana berada sangat dengan dengan negara-negara tetangga seperti Singapore, Malaysia, dan negara-negara ASEAN lainnya. Tanjungpinang juga sejak dahulu akan disiapkan sebagai daerah Free Trade Zone, namun hingga saat ini masih ""sangat tidak jelas"". Kebutuhan dasar seperti listrik saja masih sangat sangat tidak mendukung dimana untuk kebutuhan warga saja masih tidak jelas, bagaimana investor akan tertarik untuk investasi di daerah ini. Kami berharap Bapak Presiden membantu memperhatikan masalah ini dan memberikan solusi kepada kami karena kami sudah lelah dan tidak dapat percaya terhadap PLN maupun pemerintah daerah untuk menyelesaikan masalah ini. Masalah ini sudah masalah lama dengan alasan-alasan lama dan tidak pernah selesai walaupun telah berganti pemerintah daerah yang baru. Kami berharap Bapak Presiden dapat membantu kami untuk memeriksa apa yang sebenarnya terjadi dengan masalah listrik di Kota Tanjungpinang ini. Apakah ada anggaran setiap tahunnya untuk penambahan daya ataupun pembangunan infrastruktur listrik Kota Tanjungpinang? Jika ada, kemana sajakah anggaran tersebut digunakan karena hingga saat ini kami masih merasakan seperti tinggal di desa yang kekurangan listrik, padahal Tanjungpinang merupakan Ibukota Provinsi Kepulauan Riau.

Terima kasih Bapak Presiden atas perhatian dan dukungannya.",Pemerintah Provinsi Riau
0,#laporhendi #aduan mohon info alamat kantor dinas kebakaram semarang,Pemerintah Kota Semarang
1,"Kpd. Yth Pemprov DKI Jakarta
Kami warga Rt/W 02-02 Komplek 57 . Kelurahan Pinangsia , Kecamatan Taman Sari Jakarta Barat . Merasa keberatan atas Pabrik Karet yang mana menyalahi Perda Tata Kota DKI dan Amdal . Mohon ditutup , karena menimbiulkan Polusi , serta Bahaya Kebakaran dan kegiatan Pabrik dan gudang tsb beroperasi siang dan malam , sangat mengganggu kenyamanan warga sekitar .",Badan Pengelola Lingkungan Hidup Daerah
2,Pak BUPATI. rumahnya sdr.Basar  Pilang Kebakaran th 2015 hingga sekarang kok nggak boleh bantuan dari pemda apa nggak ada dana untuk itu?(Ky),Badan Penanggulangan Bencana Daerah Kab. Bojonegoro
3,"Kami petani di Dusun Cawang telah digusur dari rumah dan lahan pertanian sejak tanggal 17 maret 2016 oleh Pihak PT Musi Hutan Persada dengan apparat kepolisian dan TNI Kab Musi Rawas dan Kementerian LHK. Sebanyak 909 orang menjadi pengungsi di mushola dan masjid serta tenda darurat.
Perlu kami informasikan  bahwa penggusuran ini menurut kepala dinas kehutanan kaupaten mui rawas di media cetak di setujui oleh Kementrian Lingkungan Hidup, padahal beerapa bulan sebelumnya menteri LHK sudah minta pemda untuk tidak menggusur namun tidak diindahkan perusahaan dan pemda , selain itu setiap tahun di lahan konnsesi perusahaan ini terbakar. Tidk tanggung tanggung luas kebakaran tahun 2015 lalu adalah 28 ribu hektar. Kebakaran ini juga menyebabkan pencemaran asap di sumatera selatan., namun tidak ada tindakan hukum yang dilanjutkan hingga saat ini.
Oleh karena itu kami memohon hal hal sebagai berikut :

1. Permohonan penghentian pengusuran Dusun Cawang Gumilir Kabupaten Musi Rawas Sumsel
2. Memerintahkan perussahaan dan apparat dan pemda mendirikan kembali rumah rumah warga yang digusur dan menanam kembali anaman rakyat.
3. Membekukan aktivitas PT. MHP dan menyerahkan lahan masyarakat.
4. Memeriksa, menggugat dan memproses hukum kasus kebakaran hutan dan lahan yag terjadi di wilayah konses PT. MHP 
5. Memeriksa Pelibatan Aparat sipil negara, Apart TNI dan POLRI yang secaara langsung tidak memperdulikan surat kementerian Lingkungsn Hidup da Kehutanan yang isinya memerintahkan perusahaan menghentikan penggusuran, dan justri tutru menindas masyaakat cawing gumilir",Kementerian Agraria dan Tata Ruang / Badan Pertanahan Nasional
4,"Kepada Yth Pemprov DKI Jakarta.  Keberadaan Pabrik Tahu di Wilayah Kelurahan Utan Kayu Utara Jakarta Timur yang semakin meresahkan  Dengan Hormat,  Bersama ini saya selaku warga dari kelurahan Utan Kayu Utar Jakarta timur, ingin melaporkan keberadaan pabrik tahu di lingkungan kami yang semakin hari semakin meresahkan, karena ada pabrik tahu yang sudah 2 kali mengalami kebakaran hampir menghanguskan rumah di sebelahnya dan parkiran mobil, kondisi ini di perparah juga dengan pemakaian kayu bekas tebangan pohon dari wilayah jakarta dinas pertamanan yang sengaja di tampung untuk keperluan bahan bakar kegiatan pabrik sehari hari.  Kondisi ini sangan memperburuk kondisi lingkungan kami khususnya udaha kami tercemar karena abu pembakaran dari kayu tebangan dari dinas pertamanan kota, kodisi jalan yang di perparah juga sebagai penampunyan sementara, jalan kami menjadi kumuh dan sempit karena banyak mobil mobil pick up parkir di pinggir jalan dengan isi tebangan pohon yang jumlahnya cukup banyak, walaupun sudah di pasang larangan peringatan, namun tetap saja jalan di gunakan untuk parkiran beberapa mobil pick up tersebut.  Keberadaan pabrik di tengah pemukiman sangat tidak layak sekali terjadi pencemaran limbah dan udara akibat pembakaran tunggku dari tebangan pohon dari dinas pertamanan, apalagi sudah ada 2 kali mengalami kebakaran namun pihak pemilik pabrik seaakan masah bodoh dengan lingkungan sekitar.  Mohon untuk segera di tindak, mengingat kodisi Lingkungan kami menjadi tercemar dan kumuh.  Terima Kasih atas perhatiannya di ucapkan Terima kasih.  ",Kantor Walikota Jakarta Timur
5,Sering kita dengar kebakaran rumah disebabkan korsleting listrik apa yang punya rumah dapat ganti rugi dari PT. PLN ? Mohon penjelasannya . (Dialog Interaktif),Badan Penanggulangan Bencana Daerah Kab. Bojonegoro
6,"Diharapkan dapat membantu kami dalam penghijauan dan mengatasi kebakaran hutan di Kabupaten Muaro Jambi yang hampir sebagian besar hutan telah dilalap oleh si jago merah pada september 2015 lalu. 
Demikian, kami berharap dapat langsung dilaksanakan. wasalammualaikum warohmatullahi wabarokatuh",Kementerian Lingkungan Hidup dan Kehutanan
7,"Dengan hormat, 

Terkait dengan KEPUTUSAN MENTERI LINGKUNGAN HIDUP DAN KEHUTANAN REPUBLIK INDONESIA NOMOR SK. 4551/Menlhk-PHLHK/PPSA/2015 TENTANG: PENERAPAN SANGSI ADMINISTRATIF PAKSAAN PEMERINTAH KEPADA PT. KASWARI UNGGUL, dapat kami sampaikan sebagai berikut :

A. Dari hal-hal tersebut di atas dapat disimpulkan sebagai berikut :
 a. PT. Kaswari Unggul adalah korban dari kelalaian, dan/atau pembiaran yang dilakukan oleh Negara, dan/ atau sekurang-kurangnya ketidakmampuan Negara. Dalam hal ini Pemerintah Republik Indonesia cq. Kementrian Lingkungan Hidup dan Kehutanan dan/ atau Pemerintah Propinsi Jambi, Cq.Dinas Kehutanan Propinsi Jambi dan/ atau Pemerintah Kabupaten Tanjung Jabung Timur cq. Dinas Kehutanan Kabupaten Tanjung Jabung Timur pada kawasan hutan Negara yang menjadi tanggungjawabnya.

 b. Kebakaran pada areal kawasan Hutan Negara yang tidak dibebani hak/ konsesi yang bermula terjadi 2 Km dari batas terluar areal perkebunan PT. Kasuari Unggul atau Kebakaran bermula pada areal kawasan Hutan Negara yang tidak dibebani hak/ konsesi diluar areal konsesi perkebunan PT. Kasuari Unggul atau kebakaran yang disebabkan pihak lain diluar konsesi PT. Kaswari Unggul atau PT. Kaswari Unggul bukan sebagai penyebab terjadinya kebakaran lahan bahkan menderita kerugian dalam musibah kebakaran yang disebabkan pihak lain.

 c. Tidak ada alasan apapun bagi PT. Kaswari Unggul yang mendasari untuk melakukan pembakaran lahan pada areal perkebunan Kelapa Sawit yang masih sangat produkif, bahkan PT. Kaswari Unggul sangat menderita kerugian akibat musibah kebakaran yang memusnahkan tanaman Kelapa Sawit yang masih sangat produkif. Tidak juga mendapat manfaat ekonomis apapun, seperti claim assuransi, karena tidak di Asuransikan.

 d. Pada PT. Kaswari Unggul tidak terbukti melakukan kelalaian yang mengakibatkan kebakaran Lahan di areal Konsesinya. Adapun ketidakmampuan untuk memadamkan segera kebakaran di areal konsesiny adalah terjadi pada hampir semua perusahaan, termasuk oleh Negara pada musibah kebakaran Hutan dan Lahan dampak El Nino tahun 2015 sehingga kesulitan dalam memadamkan api dan asap.(Ref: El Nino Saat Ini Diprediksi Paling Buruk dalam Sejarah sejak 1950). Bahkan Negara/ Pemerintah Republik Indonesia dengan amat sangat terpaksa mengalami kesulitan dalam memadamkan api dan asap sehingga harus meminta bantuan asing dalam menangani kebakaran hutan dan lahan.


 B. PT. Kaswari Unggul dengan ini menyatakan keberatan atas KEPUTUSAN MENTERI LINGKUNGAN HIDUP DAN KEHUTANAN REPUBLIK INDONESIA NOMOR SK. 4551/ Menlhk-PHLHK/PPSA/2015 TENTANG: PENERAPAN SANGSI ADMINISTRATIF PAKSAAN PEMERINTAH KEPADA PT. KASWARI UNGGUL, karena tidak sesuai dengan kondisi dan fakta hukum yang sebenar-benarnya.


 C. Seharusnya Negara/Pemerintah Republik Indonesia memberikan apresiasi dan penghargaan atas partisipasi aktif PT. Kaswari Unggul yang telah membantu memadamkan kebakaran pada areal kawasan Hutan Negara yang tidak dibebani hak/konsesi diluar areal konsesi perkebunan PT. Kaswari Unggul.


 D. Bahkan seharusnya Negara/ Pemerintah Republik Indonesia memberikan ganti rugi kepada PT. Kaswari Unggul yang ditimbulkan akibat Kebakaran pada areal kawasan Hutan Negara yang tidak dibebani hak/ konsesi yang disebabkan/bermula terjadi 2 Km dari batas terluar areal perkebunan PT. Kaswari Unggul atau Kebakaran bermula pada areal kawasan Hutan Negara yang tidak dibebani hak/ konsesi yang terletak diluar areal konsesi perkebunan PT. Kaswari Unggul.


 E. Rencana SOMASI YANG AKAN DITUJUKAN KEPADA PRESIDEN REPUBLIK INDONESIA dan/ atau MENTERI LINGKUNGAN HIDUP DAN KEHUTANAN REPUBLIK INDONESIA, karena :

1. Bahwa permasalahan ini adalah berkaitan dengan Keputusan MENTERI LINGKUNGAN HIDUP DAN KEHUTANAN REPUBLIK INDONESIA sebagai pembantu Presiden Republik Indonesia.

2. Bahwa berdasarkan ketentuan Pasal 4 ayat (1) dan Pasal 17 Undang-Undang Dasar Negara Republik Indonesia Tahun 1945/ UUD 1945 yang pada pokoknya menyebutkan bahwa, ”Presiden dibantu oleh menteri-menteri negara, Menteri-menteri itu diangkat dan diperhentikan oleh Presiden, Setiap menteri membidangi urusan tertentu dalam pemerintahan”.

3. Bahwa dalam ketentuan Undang-Undang Nomor 39 Tahun 2008 tentang Kementerian Negara (Lembaran Negara Republik Indonesia Tahun 2008 Nomor 166, Tambahan Lembaran Negara Republik Indonesia Nomor 4916); Peraturan Presiden Nomor 165 Tahun 2014 tentang Penataan Tugas dan Fungsi Kabinet Kerja (Lembaran Negara Republik Indonesia Tahun 2014 Nomor 339); Peraturan Presiden Nomor 7 Tahun 2015 tentang Organisasi Kementerian Negara (Lembaran Negara Republik Indonesia Tahun 2015 Nomor 8, pada pokoknya disebutkan bahwa” MENTERI LINGKUNGAN HIDUP DAN KEHUTANAN REPUBLIK INDONESIA diangkat dan diberhentikan dan/atau berwenang dan bertanggungjawab sebagai pembantu dan/atau kepada Presiden Republik Indonesia”.

4. Bahwa sehubungan dengan hal tersebut, sangat beralasan kiranya apabila Presiden Republik Indonesia berwenang dan bertanggungjawab sekurang-kurangnya turut serta bertanggungjawab atas pelaksanaan pekerjaan Menteri sebagai pembantunya yang dalam hal ini adalah MENTERI LINGKUNGAN HIDUP DAN KEHUTANAN REPUBLIK INDONESIA.

F. Dalam upaya PT. Kaswari Unggul untuk mendapatkan hak atas pengakuan, jaminan, perlindungan, dan kepastian hukum yang adil, serta perlakuan yang sama di hadapan hukum”, agar tidak menimbulkan ketidakpastian hukum yang adil sebagaimana dimaksud Pasal 28D ayat (1) UUD 1945

Semoga Kementrian Lingkungan Hidup dan Kehutanan Republik Indonesia segera mengoreksi dan memulihkan hak-hak serta nama baik PT. Kaswari Unggul.
",Kementerian Lingkungan Hidup dan Kehutanan
8,"Yth. Kepala Badan Nasional Penanggulangan Bencana 
Saya mau memberikan masukan jika mau bersungguh-sungguh brantas kebakaran hutan dan lahan kenapa tidak dibuat posko pengendalian kebakaran di titik-titik rawan api dengan menyiagakan ribuan aparat TNI ,Brimob dan Polisi Kehutanan di Riau,Sumsel ,Jambi ,Kalimantan untuk menangkapi pembakar lahan dan hutan. Kemana dana tanggap darurat bencana BNPB yg konon katanya di atas Rp 2 trilyun .KPK harus mengaudit BNPB dan kementerian Lingkungan Hidup dan Kehutanan yg tidak efisien mengatasi pembakar-pembakar lahan dan hutan.Kalau masih terulang lagi kebakaran lahan dan hutan seperti tahun 2015 kemarin lebih baik Jokowi ganti lagi menkopolhukham dan menteri LH dan Kehutanan yg tidak bertanggungjawab bikin malu biarkan belasan balita tewas karena sesak nafas di seluruh Indnsia akibat kasus kebakaran lahan dan hutan selama 6 bln th 2015 kmrn.

Terima kasih",Badan Nasional Penanggulangan Bencana
9,"Mohon PLN Cikokol serius menangani permasalahan listrik di daerah kami. Villa Taman Cibodas Kel. Sanghiang Jaya Kec. Jati Uwung Tangerang. Jangan sampai mengunggu kerugian yg lebih besar atau korban baru bertindak.
 - sudah beberapa kali kebakaran kabel PLN di lingkungan kami. terakhir kabel besar di gardu terbakar. 

Sampai sekarang belum ada penanganan serius. 
 Kebakaran I, 15 Oktober 2015, kabel yang semrawut terbakar dan meledak 2-3 kali, sudah diperbaiki dan sudah tidak masalah lagi. Tetapi 25 Februari 2016 rangkaian kabel tidak jauh dari tempat terbakar itu, korslet dan terbakar - dan oleh petugas diganjal dengan kayu.
 NB: klo ditanya ke petugas di lapangan, katanya siang saja kelebihan beban, apalagi klo malam.
 Yll ada 2 petugas mengukur daya di tiap rumah. Mohon data bisa digunakan untuk menyelesaikan masalah kebakaran2 instalasi kabel2 yang bermasalah tersebut. Klo kelebihan beban ya bagaimana PLN menindaklanjuti. Karena 2 hari yll tgl 15 Maret 2016, kabel berasap lagi.

Di samping itu ada beberapa jalur listrik beberapa rumah yg sering PADAM, hanya BEBERAPA rumah. Mohon trafo diperbaiki dong.",PT PLN (Persero)
0,"1. Surat Pemberitahuan Perkembangan Hasil Peyidikan (SP2HP) dari Kepolisian Resor Metro Jakarta Utara:

a. Nomor : B/1067/VI/Reskrim, tertanggal 11 Juni 2015
  Langkah Lanjut: Akan melakukan pemanggilan terhadap Sdr.Pieter (PT PAN United) guna didengar     
  keterangannya sebagai saksi

b.Nomor : B/1935/X/2015/Reskrim tertanggal 22 Oktober 2015
  (-) Tersangka: Terhadap terlapor atas nama Muara Karta Simatupang Law Office, PT PAN United dan PT  
       Shield  Security belum dilakukan pemeriksaan
   (-) Hambatan: Saksi atas nama Yuni Chandra Nurjanah (yang menyewakan tanah dimaksud kepada PT 
       Pan United Concrete) dipanggil namun tidak hadir dan tidak ada alasan yang patut dan wajar.

c. Menurut Informasi Dari Penyidik Satreskrim Polres Jakarta Utara: YUNI CHANDRA NURJANAH MENERIMA 
    UANG SEWA LANGSUNG DARI SINGAPURA","Kementerian Koordinator Bidang Politik, Hukum, dan Keamanan"
1,"Di Kisaran - Asahan, Setiap seminggu atau max 2 minggu pasti minimal ada sekali mati lampu selama berjam-jam. Hal ini sudah berlangsung bertahun-tahun. Masalah listrik tidak pernah selesai. Ini kan sangat merugikan, alat2 elektronik menjadi cepat rusak dan yang paling parah kalau terjadi kerusakan dan arus pendek, dan kebakaran.

Kisaran - Asahan mati listrik lagi, setiap hari mati listrik. Hari ini, pagi dr jam 9 mati dan sampai sekarang 13.30 masih mati. Penyakit PLN yg sudah puluhan tahun dan tidak ada obatnya sampai sekarang. 
16 March 2016 13:28:13",PT PLN (Persero)
2,"kios kosong, liar, diatas selokan, menggangu ketertiban dan RAWAN KEBAKARAN, terletak di jln sukaresmi dkt asrama polisi,  kmren di sekitarnya, sdh terjadi KEBAKARAN.. mohon ditindaklanjuti, dkt dng htl victoria. kec sukasari kel gegerkalong. ",Satuan Polisi Pamong Praja Kota Bandung
