report,label
"pada tanggal 29 september 2020 , saya dan keluarga paling dari luar kota menuju rumah di jakarta barat , dlm perjalanan paling rumah saya dan keluarga mampir makan di sebuah rumah makan , setelah selesai makan , saya mau melanjutkan perjalanan paling ke rumah , saat itu lah datang sekelompok preman badan besar badan penuh tato mengaku dari pihak maybank , saya tanya ada apa ? dia bilang saya ada tunggakan cicilan belum di bayar selama 2 bulan , saya sempat kaget dan telepon kepada accounting yang menghandle pembayaran , akan tetapi tidak bisa menghubungi acconting saya karena tidak masuk kerja pada hari itu . oleh karena itu saya bilang kepada preman maybank tersebut saya akan membayarnya ke maybank langsung , saya akan menuju ke maybank skrg juga . dlm perjalannya saya di pepetin oleh 4 motor kiri kanan berjumlah 8 orang dan 1 mobil di depan berjumlah 5 orang . setiba di parkiran maybank mangga dua , saya bersama kedua anak saya yang masih umur 8 tahun menunggu di mobil yang saya parkir di basement maybank mangga 2 jakarta pusat , kemudian istri saya naik ke lantai 10 untuk menanyakan kepastian atas kebenaran tunggakan tersebut . setelah di cek ternyata benar memang terjadi tunggakan 2 bulan . saat itu juga istri saya langsung membayarnya . setelah di bayar menggunakan internet banking , langsung menunjukin bukti bayarnya . akan tetapi pihak maybank yang bernama januar selaku manager maybank tidak mengizinkan mobil saya untuk di bawa paling bahkan mobil saya di blok menggunakan mobil preman tadi yang mengaku dari maybank itu . saat istri saya melakukan pembayaran di gedung maybank lantai 10. istri saya seorang perempuam di kelilingin para preman maybank di bentak-bentak oleh oleh mereka , diantaranya yang bernama martin dan alvin lalu saya telepon pak andi kusuma selaku lawyer perusahaan , dalam waktu sangat singkat pak andi kusuma sampai di maybank mangga 2. sesampai parkiran maybank mangga 2 , pak andi kusuma berniat menyampaikan statusnya sebagai lawyer perusahaan tapi dari pihak preman maybank yang bernama martin tidak mau menanggapinya , bahkan di ajak kelahi dan mengeluarkan kata ancaman kepada saya dan pak andi kusuma degan kalimat “ kamu ku hantam pecah kepala kamu , mampus kamu di sini ” . sudah banyak yang aku hantam tumbang disini . saya tidak takut hukum saya tidak takut penjara ” dan 1 lagi yang bernama alvin dengan perbuatan nya menggenggam ballpen dan mau menusuk mata saya dan pak andi kusuma . lalu pak andi kusuma naik kelantai 10 untuk bertemu langsung manager nya yang bernama januar . sesampai di lantai 10 kami di kelilingi belasan orang preman maybank di dalam ruangan , kemudian keluarlah pak januar selaku manager maybank tersebut , situasi bahkan makin keruh , pak januar ternyata adalah kepala dari semua preman tadi , pak januar lah yang membackup martin dan alvin . dari hasil pertemuan tersebut , apabila saya mau membawa paling mobil saya , maka harus memabayar uang tembusan sebesar 15 jt . saat itu saya tidak mau membayarnya , tepat pukul 16:00 , sya beserta istri dan kedua anak saya yang berumur 8 tahun di usir dari mobil saya secara kasar , dan kunci mobil saya di ambil secara paksa , kedua anak saya menjadi ketakutan dan menagis histeris , sampai hari ini tanggal 15 oct 2020 anak saya masih trauma atas kejadian tersebut . sekian kronologi nya sebagai bahan bukti , saya lampirkan bukti transfer pembayaran dan bukti pelaporan polisi demikian saya sampaikan . besar harapan kami agar masalah ini dapat diselesaikan sesuai aturan yang berlaku .",Crime
"mohon untuk meningkatkan pengamanan gangguan masyarakat di wilayah kota cirebon dan kabupaten cirebon karena maraknya kejahatan jalanan di wilayah tersebut terutama aksi anarkis dari geng motor dan pencurian dengan kekerasan / begal , kami mengharapkan terciptanya rasa aman dan hilangnya kekhawatiran atas aksi aksi kejahatan sebagaimana tersebut .",Crime
"saya orang tua siswa.dari sekolah smkn 1 cilaku cianjur . saya mohon bantuan atas tindakan guru yang bernama bapak rediyana , s.pd yang tidak wajar.dalam mendidik . seperti tamparan , pukulan.sampai tendangan , kami mohon dengan sangat kepedulian lembaga terkait",Crime
"kepada yang terhormat pemerintah provinsi dki jakarta , kami ingin melaporkan sejak diterbitkannya memo dari pemerintah provinsi dki jakarta mengenai tidak lagi diijinkannya adanya pedagang serta warung pada badan jalan . kondisi keamanan tersebut menjadi rawan kejahatan dan semakin tidak aman , terutama di jalan cilamaya , dimana tidak ada portal dan pos kemanan yang justru berada jauh dari daerah yang rawan . hal ini sendiri sudah memberikan saya kerugian setidaknya dua kejadian yaitu spion mobil yang dipatahkan dan banyak kejadian lain seperti pemalakan , pencopetan , dan lain-lain . terutama pada malam hari , tentunya hal tersebut sangat menganggu . mohon setidaknya agar ada penambahan lampu penerangan di kedua jalan tersebut dan daerah sekitarnya serta inovasi lain untuk membantu pengamanan di kawasan tersebut . terima kasih .",Crime
"teruntuk gubernur provinsi kalimantan selatan paman biarin , tolong berantas secepatnya kebakaran hutan yang membuat kabut sesegera mungkin yang dapat meresahkan masyarakat kalimantan selatan ...",Fire
"lokasi jalan pekapuran ii raya , kelurahan tanah sereal , kecamatan tambora , jakarta barat , dari area belakang sekolah bhinneka tunggal ika hingga depan gang petak serani ii . sejak tanggal 13 april 2021 , jam 2 pagi , mulai ada gerombolan berandalan yang menyusuri jalanan sembari membawa kaleng rombeng ditabuh-tabuh dan berteriak-teriak sahur , padahal gerombolan berandalan bukan mengingatkan untuk sahur tapi untuk mengganggu istirahat warga sekitar . selain menciptakan keonaran , hingga jam 6 pagi , juga memainkan petasan , balapan sepeda dan juga terus-menerus berteriak-teriak tidak jelas artinya , diselingi dengan umpatan kata-kata kotor . apakah sahur sekarang berarti anak-anak harus main lempar petasan dan mengumpat kata-kata kotor ? memainkan petasan juga berbahaya karena rumah no.14 adalah tempat usaha yang banyak memiliki kertas dan bahan-bahan mudah terbakar . jika petasan hingga menyebabkan kebakaran besar , apakah pemerintah mau bertanggung jawab ? area ini area padat penduduk , memainkan petasan harusnya dilarang keras ! saat bertemu dengan kelompok lain , atau pengguna jalan ( dalam hal ini pengendara motor ) akan diserang . akibatnya tawuran antara kelompok atau kekerasan terhadap pengguna jalan . padahal sudah berulang kali dilaporkan bahwa jalan pekapuran ii bukanlah tempat prostitusi , lokalisasi , atau hiburan malam . tempat ini adalah tempat pemukiman warga yang berhak beristirahat dengan tenang di malam hari ! petugas berwenang diwajibkan untuk patroli dan menjamin ketentraman dan ketertiban warga ! segera tertibkan gerombolan berandalan yang tidak bertujuan baik dan mengganggu ketertiban . area ini bukan untuk preman atau orang-orang yang niatnya mengacau !",Crime
"meninggalnya siswi dela , itu harus ada yang bertanggung jawab minimal santunan dari pt . kai/kemenhub karena tembok milik pt.kai walau ada sampah dari masyarakat yang dibuang disitu mengapa didiamkan ? mohon pihak yang berwenang segera memberikan santunan dan memberikan tembok batas yang rusak .",Traffic Accident
kebakaran hutan di riau menyebabkan kabut sesegera mungkin sehingga banyak sekilah yang terpaksa meliburkan ke lgiatan pembelajaran,Fire
"apakah ada pengembangan bis trans jateng ataupun pengembangan keamanan bis seperti bis trans jateng ke seluruh daerah jawa tengah ? karena banyak sekali kejadian pencopetan , kejahatan seksual , dan sejenisnya khususnya di bis pantura . # ayolapor",Crime
"banjarmasin - lapor pak satpol pulang pergi . tolong ditertibkan anak-anak yang bermain petasan di komplek herlina , jalan hksn blok a rt.12 mulai jam 19.00 sampai jam 21.00 wita , selain bikin takajut juga takutan kalau pina kebakaran , terima kasih .",Crime
"yang terhormat . otoritas jasa keuangan dengan hormat , saya andriyan agiyah bylardo mohon izin untuk melakukan pengaduan dan pelaporan atas tindakan yang kurang mengenakan dari pihak aplikasi ada kami , saya disini sebagai peminjam data pribadi saya untuk digunakan teman saya a/n vika saputri agar dapar melakukan pinjaman online , akan tetapi pada saat ini tagihan sudah melewati batas jatuh tempp 2 hari dan teman saya tersebut serta orang tuanya belum memiliki dananya untuk melakukam pelunasan serta sedang mencari dana talangan untuk melunasinya , pada saat yang bersamaan penagihan yang sudah saya jelaskan serta bukti yang saya berikan tetap membuat pihak terkait menghina serta mengancam saya untuk menyebarkan data pribadi saya dan selalu melakukan kekerasan verbal . sekian laporan dan aduan yang bisa saya sampaikan , mohon dibantu untuk ditindak lanjuti , terima kasih .",Crime
"kkami memberitahukan bahwa diperempatan desa tenggur kecamatan rejotangan kabupaten tulung agung jawa timur , sering terjadi kecelakaan , tepatnya perempatan jalur yang menghubungkan desa sukorejo dan buntaran karena padatnya pengendara dan seringnya terjadi kecelakaan kami mohon dengan amat sangat untuk memberikan sarana lampu lalu lintas ( setopan ) / trafic lhigt agar dapat mengurangi dan mencegah terjadinya kecelakaan . serta terwujudnya lalu lintas yang tertib dan aman . kami mohon untuk segera di respon laporan kami agar korban kecelakaan tidak semakin bertambah .",Traffic Accident
terjadi banjir di kawasan antapani jalan malangbong mohon di perhatikan tidak ada saluran pembuangan air .,Natural Disaster
"kepada yang terhormat kepala dinas pengendalian penduduk , kb dan pemberdayaan perempuan , perlindungan anak kabupaten . deli serdang provinsi . sumut di tempat dengan hormat untuk kasus kekerasan dalam rumah tangga apakah korban bisa mendapatkan bantuan hukum dari dinas pengendalian penduduk , kb dan pemberdayaan perempuan , perlindungan anak kabupaten . deli serdang ? jika ada kemanakah korban membuat melapor ? mohon bantuannya . terima kasih",Crime
mohon kepada pihak kepolisian jakarta barat dan pusat agar kawasan sekitar roxy ( jalan . hasyim ashari ) sampai harmoni dijaga karena rawan tindakan premanisme dimana seringkali terjasi intimidasi di angkutan umum bahkan sampai melakukan tindakan kekerasan . dan tidak jarang tercium aroma alkohol dari oknum tersebut . terima kasih,Crime
"kepada yang terhormat . pemerintah provinsi dki jakarta mohon diperbaiki jalan rusak di jalan petojo viy 4 ( arah turunan ke jalan biak atau jalan kyai caringin ) , karena sudah banyak korban kecelakaan di lokasi tersebut . mohon segera ditindaklanjuti . terima kasih .",Traffic Accident
"tolong untuk pihak terkait , tiap hari sekitar jam 06.30 ada anak kecil kira-kira usia 3 tahun disuruh jualan koran dan sering dipukuli sama orang tuanya yang menunggu di depan mebel diana jalan dr. cipto perempatan milo . kasihan anak kecil itu , mohon dipantau . konfirmasi pelapor : kadang berpindah di perempatan jalan kartini",Crime
"aksi balap liar ( motor ) di jalur utama jl.letjen soeprapto , jakpus.. selama ini sangat meresahkan warga . hampir setiap hari mereka memenuhi jalur utama tersebut ( dari cempaka tengah hingga halte depan rumah toko cempaka mas . warga ( termasuk saya ) .. sudah berulang kali meminta pihak kepolisian ( polres & polsek ) untuk menindak . tapi kurang ditanggapi dengan maksimal . sudah diberitahu bahwa aksi tersebut start dari jam 02.00 hingga pagi hari . patroli bahkan dilakukan antara jam 23.00 -00.30. jelas tidak mungkin ada aksi balap liar tersebut . puncak kekesalan warga muncul.. akibatnya tadi subuh sekitar jam 3 terjadi chaos antara warga dengan para peserta dan penonton balap liar tersebut . bisa dikatakan ... warga kalah dalam jumlah personel , karena jumlah peserta dan penonton balap liar tersebut sangat banyak ( +/- 100 orang ) . bahkan tadi ada pula rombongan peserta dari arah pulogadung , bekasi , kp.rambutan , lebak bulus hingga bsd yang ikut terlibat chaos..bahkan ada yang membawa samurai dan golok . kalau seperti ini terus kondisinya , saya pastikan kedepannya akan ada korban jiwa ... hukum jalanan sepertinya lebih baik tuk menutupi kelemahan pihak kepolisian . keluhan dan laporan saya ini sebaiknya segera ditindaklanjuti , sebelum kalian repot ngurusi korban di rumah sakit maupun rumah duka.. ! ! ! regard piet",Crime
"aku di kroyok warga gara2 blsm . , kartu kps .rt 03 .rw 01 kelurahan kuripan kidul kecamatan . pekalongan selatan .kota pekalongan jateng .51135",Crime
"yang terhormat . kepolisian republik indonesia dengan ini saya mengadukan keresahan warga atas permasalahan yang sudah dialami sejak lebih dari 20 tahun lalu yaitu tawuran antar warga di kampung rawa sawah , cempaka putih , jakarta pusat . tindak kekerasan yang turun temurun mengakibatkan tawuran ini terus menerus terjadi di kawasan ini . hingga terakhir tadi sore terjadi tawuran yang berlangsung kurang lebih 2 jam dan menggunakan petasan , kaca , batu , dan sebagainya . dengan adanya tawuran pihak kepolisian setempat memang sudah melakukan tindakan peleraian dengan memberikan gas air mata untuk membubarkan massa dan mungkin sudah ada beberapa tindakan dalam usaha mencari titik permasalahannya . seringkali memang permasalahannya hanyalah hal-hal sepele baik adu perkataan maupun masalah perempuan . namun dinilai hal itu saja tidak cukup berhasil karena semenjak saya kecil tinggal di tempat tersebut hingga saat ini namun tawuran masih seringkali terjadi dan merugikan masyarakat setempat . dengan tidak adanya tindakan tegas dari pemerintah nantinya akan mengakibatkan generasi-generasi masa depan akan penuh dengan kekerasan . maka dari itu hal ini harus segera diberantas . beberapa pemikiran sederhana saya ialah mungkin ada baiknya daerah cempaka putih terutama kampung rawa sawah dapat direlokasikan untuk daerah yang tergolong semrawut sehingga bisa memisahkan kelompok-kelompok masyarakat yang biasa melakukan tawuran . dan tidak lupa memang dapat dilihat kebanyakan orang-orang yang tawuran baik bapak-bapak atau anak muda dan sudah terjerumus minuman keras dan obat-obatan juga . kiranya permasalahan yang sudah berlarut-larut ini dapat segera diselesaikan demi membangun generasi muda nantinya yang dapat berguna bagi bangsa . mohon ditindaklanjuti , terima kasih .",Crime
"assalamualaikum bapak/ibu , saya ingin melaporkan mengenai kasus kekerasan seksual yang terjadi di lingkungan kerja restaurant wingstop bandung , saya mendapatkan banyak keluhan dari beberapa organisasi yang sudah membantu menyebarkan kasus ini agar pelaku cepat di tindak lanjuti , karena pihak wingstop tidak ada respon terhitung sejak tanggal 22 maret 2020 , yang dilaporkan melalui email wingstop . pada tanggal 25 desember 2019 , telah terjadi kekerasan seksual terhadap karyawan baru di lingkungan kerja ( awal kejadian ini tahun 2019 dan tahun 2020 pelaku masih mengulangi perbuatannya kepada korban ) yang dilakukan oleh adi ( manager wingstop cabang riau di kota bandung ) . kejadian ini bermula saat korban rumah sakit ( 22 tahun ) masih baru bekerja di wingstop cabang riau , di kota bandung ( jalan . l. l. r.e . martadinata no.18 , citarum , kecamatan . bandung wetan , kota bandung , jawa barat 40113 ) sebagai cashier sampai sekarang , bulan ke 8 pada tanggal 25 desember 2019 , berawal dari pelaku bernama adi mulai melakukan interaksi intens yang menggoda korban dengan membuat kata-kata manis dan iming-iming sedang mengawasi kerjaannya . setelah itu korban merasa perlakuan pelaku pada saat pertama kali kerja ( first impression ) sangat baik , dan tidak mencurigakan . dengan kebiasaan korban yang selalu menghormati karyawan dan orang lain khususnya atasannya , korban merasa segan dan risih jika di dekati oleh pelaku secara terus menerus . ( sikap malas korban ini adalah kebiasaan sejak smp yang sangat takut terhadap otoritas senior/ atasan , bila tidak seperti itu akan mendapatkan sanksi terhadap bawahan yang bentuknya terkadang kekerasan terhadap junior ) pelaku memulai kembali perbuatannya sambil mendekati korban di waktu luang/istirahat , saat itu korban sedang melakukan pekerjaannya ditempat kasir pelaku sering sekali mendekati korban sambil bertanya-tanya mengenai pekerjaannya , lalu hari berikutnya pelaku mulai menarik simpati korban dengan bercerita banyak hal kepada korban sehingga pelaku selalu mendekati korban hampir setiap hari ke tempat kerjaannya , dan membuat korban resah sehingga korban sering bercerita kepada rekan kerjanya bahwasannya sering kali pelaku menggodanya . hingga pada tanggal 25 desember pelaku berani mengelus punggung korban dengan alasan yang sama untuk ‘ memantau pekerjaannya ’ , dan esok harinya pelaku sudah berani melakukan pelecehan seksual terhadap korban , kemudian di hari berikutnya pelaku melakukan hal yang sama dengan mendekati korban . kemudian pada suatu yang tidak begitu ramai karena resto sudah ingin tutup ( closing ) , korban sedang menghitung jumlah hasil keuangan , pelaku menanyakan korban apakah korban kelelahan atau tidak , dan pelaku dengan beraninya sambil memijat-mijat dan memegang payudara korban , sebelum kejadian pertama ini terjadi korban pun sontak marah untuk menolaknya dan berteriak , tapi pelaku memaksa untuk melakukan hal itu dan sempat mengancam korban agar perlakuan bejatnya , hingga pelecehan seksual pun terjadi . ( korban sudah melakukan perlawanan namun tidak bisa menghindar , kondisi ini dinamakan ‘ tonic immobility , reaksi biologis , kondisi dimana korban pelecehan atau kekerasan seksual mengalami kelumpuhan sementara atas respon stimulasi apapun ) . kondisi tersebut terjadi hampir setiap hari hingga sekarang korban masih sering cerita mengenai perbuatan pelaku , hal ini yang membuat korban mengalami trauma ringan pasca kejadian . bingung harus melakukan apa dan terpaksa korban tidak bisa melawan karena ancamannya yang membuat korban takut kehilangan pekerjaannya . korban berusaha memahami kondisi dan melaporkan hal ini kepada keluarga , rekan kerja , dan sahabatnya , agar pelaku dapat disidak bersama-sama , namun rekan kerjanya pun tidak terlalu berani untuk membantunya karena alasan tidak mau ikut campur , dan pelaku sempat ditanya oleh teman korban , namun pelaku tidak mengakui hal ini . -- -- -pasca kejadian kondisi korban menjadi temperamen ( kondisi/ reaksi stimuli terhadap seseorang yang mengakibatkan mudah marah kepada orang-orang sekitarnya bahkan diri sendiri ) kondisi ini sudah sangat lama dialami korban ketika waktu smp yang sering dimarahi oleh seniornya sehingga membuat korban saat tumbuh besar menjadi takut kepada senior dan korban mudah marah kepada teman-teman terdekatnya . korban mengalami trauma dirumahnya dan frustrasi berat , sampai korban sering menyendiri walaupun pelaku tidak pernah meminta maaf kepada korban baik secara langsung atau pun melalui media sosial , dan seolah-olah pelaku tidak merasa bersalah , notabenenya pelaku sering berkomunikasi dengan korban melalui whatsapp untuk membicarakan jobdesc/report pekerjaannya . laporan-laporan korban kepada sahabatnya dikarenakan korban merasa tidak diadili dan kesal karena kondisi frustrasinya sementara pelaku baik-baik saja seperti tidak bersalah . -- -- - korban mulai speakup korban akhirnya berani speakup setelah perbuatan awal pelaku melakukan hal ini kepada korban , melaporkan ke teman-teman kerjanya sampai memohon-mohon untuk membantu korban melaporkan kasus ini tapi hasilnya tidak ada sama sekali , karena rekan kerjanya menolak karena tidak mau ikut campur bahkan ada yang melakukan victim blaming kepada korban dilingkungan kerjanya yang menyatakan bahwa korbanlah yang mendekati dan menggoda pelaku sampai membawa nama keluarga korban dalam cerita tersebut hingga mengatakan keluarga korban salah mendidik sehingga korban berbohong dan parahnya saksi yang melihat perlakuan pelaku yang tidak senonohpun tidak mau bersaksi dan berpihak kepada korban . ( hal ini yang membuat korban menjadi frustrasi kembali ) melihat sikap rekan kerjanya seperti itu , korban berusaha melaporkan lagi ke sahabatnya , saudaranya , agar mereka paham bagaimana kronologi kejadian ini dengan maksud dan tujuan agar tidak ada yang mengulangi hal yang sama atau tidak ada korban lagi selain dia di lingkungan kerja di cabang manapun , khususnya wingstop cabang riau , kota bandung . setelah menceritakan hal ini kepada rekan-rekannya , ternyata ada saudaranya yang membantunya melaporkan ke organisasi forum entertainment jawa barat , kota bandung , dan dari kami akan berjanji akan mengadakan sidang dan melaporkan kepada pihak kepolisian agar dapat memberikan sanksi tegas kepada pelaku .",Crime
